Id;Election_Id;Party_Id;Wahlkreis_Id;Amount
380;1;2;50;47584
381;1;1;50;7507
382;1;3;50;10801
383;1;4;50;12012
384;1;6;50;1310
385;1;16;50;118
386;1;33;50;134
387;1;11;50;4214
388;1;NULL;51;1790
389;1;2;51;52427
390;1;1;51;8480
391;1;3;51;10216
392;1;4;51;10692
393;1;6;51;3023
394;1;9;51;415
395;1;33;51;101
396;1;7;51;1748
397;1;NULL;52;2047
398;1;2;52;54451
399;1;1;52;12719
400;1;3;52;14083
401;1;4;52;9624
402;1;6;52;2599
403;1;33;52;131
404;1;NULL;53;1908
405;1;2;53;56503
406;1;1;53;10765
407;1;3;53;12493
408;1;4;53;21360
409;1;6;53;2323
410;1;33;53;115
411;1;NULL;54;2099
412;1;2;54;53255
413;1;1;54;13587
414;1;3;54;21226
415;1;4;54;31564
416;1;6;54;2012
417;1;16;54;343
418;1;33;54;373
419;1;NULL;55;2317
420;1;2;55;39186
421;1;1;55;10850
422;1;3;55;21647
423;1;4;55;16985
424;1;6;55;2614
425;1;33;55;657
426;1;7;55;1563
427;1;NULL;56;3020
428;1;2;56;22851
429;1;1;56;8162
430;1;3;56;32198
431;1;4;56;4483
432;1;6;56;3314
433;1;33;56;875
434;1;18;56;828
435;1;NULL;57;3006
436;1;2;57;26416
437;1;1;57;6372
438;1;3;57;32670
439;1;4;57;4371
440;1;6;57;3918
441;1;33;57;741
442;1;18;57;686
443;1;NULL;58;4179
444;1;2;58;46088
445;1;1;58;12963
446;1;3;58;40334
447;1;4;58;12193
448;1;6;58;5400
449;1;33;58;1305
450;1;18;58;1299
451;1;NULL;59;4419
452;1;2;59;39959
453;1;1;59;11139
454;1;3;59;62644
455;1;4;59;8195
456;1;6;59;6096
457;1;33;59;2144
458;1;18;59;1731
459;1;NULL;60;3708
460;1;2;60;30733
461;1;1;60;7328
462;1;3;60;35484
463;1;4;60;4771
464;1;6;60;3764
465;1;33;60;1163
466;1;18;60;807
467;1;NULL;61;3560
468;1;2;61;40708
469;1;1;61;12356
470;1;3;61;48515
471;1;4;61;16479
472;1;6;61;3061
473;1;33;61;939
474;1;18;61;942
475;1;NULL;62;4739
476;1;2;62;40882
477;1;1;62;11959
478;1;3;62;43348
479;1;4;62;9041
480;1;6;62;5992
481;1;33;62;1255
482;1;18;62;1352
483;1;NULL;63;3597
484;1;2;63;30153
485;1;1;63;10125
486;1;3;63;43589
487;1;4;63;7502
488;1;6;63;4928
489;1;33;63;1052
490;1;18;63;1108
491;1;NULL;64;3530
492;1;2;64;29829
493;1;1;64;10878
494;1;3;64;37224
495;1;4;64;5650
496;1;6;64;4806
497;1;33;64;1169
498;1;18;64;1055
499;1;NULL;65;3992
500;1;2;65;35073
501;1;1;65;8487
502;1;3;65;34324
503;1;4;65;3861
504;1;6;65;5513
505;1;33;65;2399
506;1;18;65;1435
507;1;14;65;915
508;1;NULL;66;2742
509;1;2;66;34501
510;1;1;66;6558
511;1;3;66;36910
512;1;4;66;3725
513;1;6;66;2461
514;1;33;66;449
515;1;NULL;67;3224
516;1;2;67;46686
517;1;1;67;13914
518;1;3;67;41040
519;1;4;67;5041
520;1;6;67;3446
521;1;33;67;461
522;1;NULL;68;2705
523;1;2;68;46720
524;1;1;68;10250
525;1;3;68;44002
526;1;4;68;7796
527;1;6;68;3871
528;1;16;68;2
529;1;33;68;346
530;1;NULL;69;2531
531;1;2;69;45389
532;1;1;69;9686
533;1;3;69;47303
534;1;4;69;8572
535;1;6;69;2539
536;1;16;69;612
537;1;33;69;288
538;1;NULL;70;2120
539;1;2;70;43424
540;1;1;70;8810
541;1;3;70;36809
542;1;4;70;5004
543;1;6;70;2928
544;1;16;70;544
545;1;33;70;428
546;1;NULL;71;3330
547;1;2;71;44726
548;1;1;71;11119
549;1;3;71;44803
550;1;4;71;4938
551;1;6;71;3719
552;1;16;71;900
553;1;33;71;450
554;1;NULL;72;2185
555;1;2;72;42430
556;1;1;72;11760
557;1;3;72;46272
558;1;4;72;11056
559;1;6;72;2483
560;1;16;72;981
561;1;33;72;320
562;1;NULL;73;2474
563;1;2;73;41281
564;1;1;73;11224
565;1;3;73;39610
566;1;4;73;3950
567;1;6;73;4399
568;1;33;73;380
569;1;NULL;74;2738
570;1;2;74;43014
571;1;1;74;10818
572;1;3;74;47051
573;1;4;74;5465
574;1;6;74;4337
575;1;33;74;407
576;1;NULL;75;2340
577;1;2;75;28760
578;1;1;75;8869
579;1;3;75;24871
580;1;4;75;28108
581;1;6;75;2110
582;1;19;75;951
583;1;15;75;116
584;1;33;75;129
585;1;NULL;76;2350
586;1;2;76;28374
587;1;1;76;9604
588;1;3;76;47070
589;1;4;76;26674
590;1;6;76;3702
591;1;19;76;1090
592;1;15;76;178
593;1;33;76;241
594;1;NULL;77;2666
595;1;2;77;50554
596;1;1;77;13711
597;1;3;77;10525
598;1;4;77;13875
599;1;6;77;2613
600;1;19;77;879
601;1;15;77;76
602;1;33;77;165
603;1;NULL;78;2821
604;1;2;78;44994
605;1;1;78;10612
606;1;3;78;11446
607;1;4;78;10853
608;1;6;78;2463
609;1;16;78;285
610;1;19;78;1245
611;1;15;78;87
612;1;33;78;184
613;1;NULL;79;2188
614;1;2;79;66075
615;1;1;79;15138
616;1;3;79;9325
617;1;4;79;27392
618;1;6;79;1544
619;1;10;79;1416
620;1;19;79;462
621;1;15;79;79
622;1;33;79;137
623;1;38;79;875
624;1;NULL;80;1971
625;1;2;80;44549
626;1;1;80;16397
627;1;3;80;9978
628;1;4;80;26778
629;1;6;80;1187
630;1;19;80;912
631;1;15;80;53
632;1;33;80;88
633;1;NULL;81;3001
634;1;2;81;54971
635;1;1;81;13292
636;1;3;81;13787
637;1;4;81;44506
638;1;6;81;2413
639;1;19;81;1328
640;1;15;81;86
641;1;33;81;192
642;1;NULL;82;3357
643;1;2;82;39618
644;1;1;82;11468
645;1;3;82;15852
646;1;4;82;18805
647;1;6;82;3356
648;1;16;82;218
649;1;15;82;128
650;1;42;82;280
651;1;33;82;158
652;1;NULL;83;2419
653;1;2;83;18394
654;1;1;83;6425
655;1;3;83;27796
656;1;4;83;73897
657;1;6;83;1791
658;1;15;83;171
659;1;42;83;649
660;1;33;83;118
661;1;NULL;84;2083
662;1;2;84;29124
663;1;1;84;6247
664;1;3;84;62880
665;1;4;84;10495
666;1;6;84;4092
667;1;16;84;398
668;1;19;84;1131
669;1;15;84;132
670;1;33;84;234
671;1;NULL;85;2224
672;1;2;85;24563
673;1;1;85;6969
674;1;3;85;60236
675;1;4;85;7242
676;1;6;85;4725
677;1;19;85;1564
678;1;15;85;156
679;1;33;85;356
680;1;NULL;86;2014
681;1;2;86;22566
682;1;1;86;5048
683;1;3;86;61874
684;1;4;86;9652
685;1;6;86;4492
686;1;19;86;1384
687;1;15;86;158
688;1;33;86;273
689;1;NULL;87;1194
690;1;2;87;50703
691;1;1;87;11554
692;1;3;87;9520
693;1;4;87;17241
694;1;6;87;1088
695;1;15;87;9
696;1;33;87;54
697;1;13;87;314
698;1;NULL;88;2296
699;1;2;88;63511
700;1;1;88;13275
701;1;3;88;13502
702;1;4;88;11056
703;1;6;88;2501
704;1;15;88;18
705;1;33;88;114
706;1;13;88;597
707;1;NULL;89;1923
708;1;2;89;65143
709;1;1;89;12342
710;1;3;89;9859
711;1;4;89;8933
712;1;6;89;1964
713;1;15;89;20
714;1;33;89;73
715;1;13;89;420
716;1;NULL;90;1979
717;1;2;90;65662
718;1;1;90;10745
719;1;3;90;10079
720;1;4;90;8956
721;1;6;90;2514
722;1;15;90;19
723;1;33;90;74
724;1;13;90;592
725;1;NULL;91;2259
726;1;2;91;69845
727;1;1;91;18620
728;1;3;91;11215
729;1;4;91;11195
730;1;6;91;2620
731;1;15;91;29
732;1;33;91;98
733;1;13;91;933
734;1;NULL;92;2576
735;1;2;92;75290
736;1;1;92;20620
737;1;3;92;11679
738;1;4;92;12239
739;1;6;92;2321
740;1;15;92;24
741;1;33;92;146
742;1;13;92;844
743;1;NULL;93;1178
744;1;2;93;42094
745;1;1;93;10902
746;1;3;93;10614
747;1;4;93;15557
748;1;6;93;1971
749;1;15;93;20
750;1;33;93;53
751;1;13;93;454
752;1;NULL;94;1006
753;1;2;94;59710
754;1;1;94;18455
755;1;3;94;9550
756;1;4;94;26614
757;1;6;94;1131
758;1;16;94;281
759;1;15;94;28
760;1;33;94;48
761;1;13;94;341
762;1;NULL;95;1296
763;1;2;95;38093
764;1;1;95;11187
765;1;3;95;11390
766;1;4;95;22550
767;1;6;95;1788
768;1;15;95;26
769;1;33;95;57
770;1;13;95;456
771;1;NULL;96;1655
772;1;2;96;51674
773;1;1;96;31606
774;1;3;96;8381
775;1;4;96;16856
776;1;6;96;1211
777;1;19;96;251
778;1;15;96;26
779;1;33;96;52
780;1;38;96;446
781;1;13;96;280
782;1;NULL;97;1856
783;1;2;97;73959
784;1;1;97;18727
785;1;3;97;10523
786;1;4;97;15389
787;1;6;97;1765
788;1;15;97;15
789;1;21;97;1581
790;1;33;97;93
791;1;13;97;432
792;1;NULL;98;1715
793;1;2;98;80363
794;1;1;98;16012
795;1;3;98;7430
796;1;4;98;14046
797;1;6;98;1443
798;1;15;98;15
799;1;21;98;969
800;1;33;98;69
801;1;13;98;331
802;1;NULL;99;2173
803;1;2;99;71759
804;1;1;99;12990
805;1;3;99;9599
806;1;4;99;10066
807;1;6;99;1734
808;1;15;99;22
809;1;33;99;119
810;1;27;99;458
811;1;13;99;551
812;1;NULL;100;1541
813;1;2;100;82523
814;1;1;100;14198
815;1;3;100;8561
816;1;4;100;13745
817;1;6;100;1643
818;1;15;100;18
819;1;33;100;94
820;1;13;100;543
821;1;NULL;101;1605
822;1;2;101;51242
823;1;1;101;11332
824;1;3;101;11723
825;1;4;101;13386
826;1;6;101;2364
827;1;16;101;323
828;1;15;101;29
829;1;33;101;92
830;1;13;101;620
831;1;NULL;102;1915
832;1;2;102;49021
833;1;1;102;11852
834;1;3;102;15003
835;1;4;102;13308
836;1;6;102;2337
837;1;16;102;287
838;1;15;102;27
839;1;33;102;78
840;1;13;102;533
841;1;NULL;103;1794
842;1;2;103;62365
843;1;1;103;13940
844;1;3;103;13418
845;1;4;103;12956
846;1;6;103;2446
847;1;15;103;26
848;1;33;103;139
849;1;13;103;668
850;1;NULL;104;1613
851;1;2;104;66300
852;1;1;104;11674
853;1;3;104;8412
854;1;4;104;10611
855;1;6;104;1690
856;1;15;104;21
857;1;33;104;69
858;1;13;104;596
859;1;NULL;105;1261
860;1;2;105;48276
861;1;1;105;11332
862;1;3;105;8418
863;1;4;105;8447
864;1;6;105;1503
865;1;15;105;20
866;1;33;105;84
867;1;13;105;422
868;1;NULL;106;1214
869;1;2;106;68749
870;1;1;106;16472
871;1;3;106;10266
872;1;4;106;15894
873;1;6;106;1304
874;1;16;106;204
875;1;15;106;28
876;1;33;106;47
877;1;13;106;439
878;1;NULL;107;1328
879;1;2;107;50233
880;1;1;107;10758
881;1;3;107;12948
882;1;4;107;13137
883;1;6;107;1560
884;1;16;107;202
885;1;15;107;23
886;1;33;107;63
887;1;13;107;495
888;1;NULL;108;1695
889;1;2;108;70787
890;1;1;108;12763
891;1;3;108;8709
892;1;4;108;9935
893;1;6;108;2168
894;1;15;108;22
895;1;33;108;85
896;1;13;108;603
897;1;NULL;109;1444
898;1;2;109;55784
899;1;1;109;11573
900;1;3;109;9233
901;1;4;109;10162
902;1;6;109;1569
903;1;15;109;19
904;1;33;109;49
905;1;13;109;526
906;1;NULL;110;1473
907;1;2;110;62639
908;1;1;110;18168
909;1;3;110;8641
910;1;4;110;12043
911;1;6;110;1358
912;1;10;110;2100
913;1;15;110;20
914;1;33;110;60
915;1;13;110;522
916;1;NULL;111;1658
917;1;2;111;79359
918;1;1;111;15755
919;1;3;111;11102
920;1;4;111;12633
921;1;6;111;1836
922;1;15;111;25
923;1;33;111;78
924;1;13;111;723
925;1;NULL;112;1714
926;1;2;112;76480
927;1;1;112;14620
928;1;3;112;8787
929;1;4;112;10148
930;1;15;112;15
931;1;33;112;95
932;1;13;112;511
933;1;NULL;113;1553
934;1;2;113;57576
935;1;1;113;10624
936;1;3;113;11071
937;1;4;113;9873
938;1;6;113;1569
939;1;10;113;1583
940;1;15;113;15
941;1;33;113;87
942;1;13;113;446
943;1;NULL;114;1412
944;1;2;114;44906
945;1;1;114;11098
946;1;3;114;10123
947;1;4;114;9462
948;1;6;114;1425
949;1;16;114;270
950;1;15;114;20
951;1;33;114;76
952;1;13;114;539
953;1;NULL;115;1546
954;1;2;115;37146
955;1;1;115;6956
956;1;3;115;12481
957;1;4;115;8933
958;1;6;115;2102
959;1;15;115;29
960;1;33;115;103
961;1;13;115;516
962;1;NULL;116;1555
963;1;2;116;27634
964;1;1;116;5734
965;1;3;116;11275
966;1;4;116;6288
967;1;6;116;3042
968;1;16;116;275
969;1;15;116;31
970;1;33;116;121
971;1;13;116;488
972;1;NULL;117;1803
973;1;2;117;40001
974;1;1;117;9231
975;1;3;117;14008
976;1;4;117;14772
977;1;6;117;2643
978;1;16;117;282
979;1;15;117;35
980;1;33;117;135
981;1;13;117;667
982;1;NULL;118;1407
983;1;2;118;44653
984;1;1;118;11852
985;1;3;118;12143
986;1;4;118;10801
987;1;6;118;1940
988;1;15;118;32
989;1;33;118;83
990;1;13;118;518
991;1;NULL;119;1308
992;1;2;119;28968
993;1;1;119;6967
994;1;3;119;11065
995;1;4;119;7352
996;1;6;119;2218
997;1;16;119;240
998;1;19;119;583
999;1;15;119;31
1000;1;33;119;62
1001;1;13;119;407
1002;1;NULL;120;1198
1003;1;2;120;53269
1004;1;1;120;11035
1005;1;3;120;10240
1006;1;4;120;13969
1007;1;6;120;1614
1008;1;19;120;508
1009;1;15;120;39
1010;1;33;120;75
1011;1;13;120;404
1012;1;NULL;121;1379
1013;1;2;121;37504
1014;1;1;121;9090
1015;1;3;121;12781
1016;1;4;121;7846
1017;1;6;121;2078
1018;1;15;121;17
1019;1;33;121;182
1020;1;13;121;463
1021;1;NULL;122;1428
1022;1;2;122;44021
1023;1;1;122;10678
1024;1;3;122;13805
1025;1;4;122;8603
1026;1;6;122;2269
1027;1;16;122;191
1028;1;15;122;29
1029;1;33;122;135
1030;1;13;122;467
1031;1;NULL;123;1472
1032;1;2;123;31011
1033;1;1;123;8344
1034;1;4;123;9013
1035;1;6;123;4199
1036;1;16;123;1831
1037;1;15;123;21
1038;1;33;123;108
1039;1;13;123;510
1040;1;NULL;124;1411
1041;1;2;124;63123
1042;1;1;124;17533
1043;1;3;124;8306
1044;1;4;124;8774
1045;1;6;124;1226
1046;1;15;124;20
1047;1;33;124;62
1048;1;13;124;358
1049;1;NULL;125;1596
1050;1;2;125;48290
1051;1;1;125;9710
1052;1;3;125;13765
1053;1;4;125;8372
1054;1;6;125;2391
1055;1;16;125;243
1056;1;15;125;23
1057;1;33;125;114
1058;1;27;125;1138
1059;1;13;125;578
1060;1;NULL;126;1231
1061;1;2;126;79254
1062;1;1;126;12521
1063;1;3;126;6385
1064;1;4;126;9706
1065;1;6;126;1044
1066;1;15;126;13
1067;1;33;126;56
1068;1;13;126;344
1069;1;NULL;127;1100
1070;1;2;127;73636
1071;1;1;127;14229
1072;1;3;127;7634
1073;1;4;127;10674
1074;1;6;127;973
1075;1;15;127;20
1076;1;33;127;67
1077;1;13;127;424
1078;1;NULL;128;1371
1079;1;2;128;61444
1080;1;1;128;11613
1081;1;3;128;9075
1082;1;6;128;1129
1083;1;15;128;15
1084;1;33;128;71
1085;1;13;128;286
1086;1;NULL;129;1190
1087;1;2;129;63819
1088;1;1;129;16131
1089;1;3;129;7805
1090;1;4;129;20822
1091;1;6;129;718
1092;1;15;129;19
1093;1;33;129;38
1094;1;13;129;294
1095;1;NULL;130;1809
1096;1;2;130;75187
1097;1;1;130;16333
1098;1;3;130;12005
1099;1;15;130;16
1100;1;33;130;82
1101;1;13;130;443
1102;1;NULL;131;1925
1103;1;2;131;74149
1104;1;1;131;15138
1105;1;3;131;9909
1106;1;4;131;11924
1107;1;15;131;24
1108;1;33;131;118
1109;1;27;131;625
1110;1;13;131;546
1111;1;NULL;132;2091
1112;1;2;132;64621
1113;1;1;132;10852
1114;1;3;132;14056
1115;1;4;132;24981
1116;1;6;132;1784
1117;1;19;132;394
1118;1;15;132;45
1119;1;33;132;120
1120;1;13;132;551
1121;1;NULL;133;2079
1122;1;2;133;61244
1123;1;1;133;15549
1124;1;3;133;12090
1125;1;4;133;11091
1126;1;15;133;23
1127;1;33;133;90
1128;1;13;133;421
1129;1;NULL;134;1756
1130;1;2;134;61751
1131;1;1;134;9628
1132;1;3;134;8809
1133;1;4;134;7636
1134;1;15;134;29
1135;1;33;134;83
1136;1;13;134;397
1137;1;NULL;135;1522
1138;1;2;135;46447
1139;1;1;135;11879
1140;1;3;135;8492
1141;1;4;135;8431
1142;1;15;135;10
1143;1;33;135;94
1144;1;13;135;397
1145;1;NULL;136;2368
1146;1;2;136;71813
1147;1;1;136;12086
1148;1;3;136;9100
1149;1;4;136;9957
1150;1;6;136;1502
1151;1;10;136;1586
1152;1;15;136;31
1153;1;33;136;109
1154;1;27;136;455
1155;1;13;136;374
1156;1;NULL;137;2107
1157;1;2;137;88754
1158;1;1;137;15282
1159;1;3;137;9436
1160;1;4;137;12001
1161;1;6;137;1757
1162;1;15;137;28
1163;1;33;137;116
1164;1;13;137;467
1165;1;NULL;138;1650
1166;1;2;138;49893
1167;1;1;138;11251
1168;1;3;138;12188
1169;1;4;138;8836
1170;1;6;138;2679
1171;1;15;138;12
1172;1;33;138;96
1173;1;13;138;706
1174;1;NULL;139;1430
1175;1;2;139;40763
1176;1;1;139;13392
1177;1;3;139;11180
1178;1;4;139;11621
1179;1;6;139;1762
1180;1;16;139;285
1181;1;15;139;42
1182;1;33;139;108
1183;1;13;139;559
1184;1;NULL;140;1579
1185;1;2;140;47030
1186;1;1;140;8578
1187;1;3;140;14741
1188;1;4;140;12775
1189;1;6;140;2268
1190;1;16;140;259
1191;1;19;140;486
1192;1;15;140;49
1193;1;33;140;101
1194;1;13;140;538
1195;1;NULL;141;1948
1196;1;2;141;33693
1197;1;1;141;8545
1198;1;4;141;12393
1199;1;6;141;2570
1200;1;8;141;2768
1201;1;16;141;1175
1202;1;15;141;34
1203;1;33;141;164
1204;1;13;141;568
1205;1;NULL;142;1258
1206;1;2;142;40623
1207;1;1;142;12890
1208;1;3;142;14273
1209;1;4;142;16141
1210;1;6;142;2281
1211;1;16;142;288
1212;1;19;142;440
1213;1;15;142;22
1214;1;33;142;838
1215;1;13;142;638
1216;1;NULL;143;1412
1217;1;2;143;40622
1218;1;1;143;9387
1219;1;3;143;14819
1220;1;4;143;12292
1221;1;6;143;2379
1222;1;15;143;25
1223;1;33;143;663
1224;1;13;143;931
1225;1;NULL;144;1552
1226;1;2;144;47702
1227;1;1;144;9418
1228;1;3;144;12451
1229;1;4;144;12737
1230;1;6;144;2206
1231;1;15;144;18
1232;1;33;144;207
1233;1;13;144;958
1234;1;NULL;145;1932
1235;1;2;145;54088
1236;1;1;145;14952
1237;1;3;145;11638
1238;1;4;145;8993
1239;1;6;145;2981
1240;1;15;145;26
1241;1;33;145;206
1242;1;13;145;675
1243;1;NULL;146;1921
1244;1;2;146;74725
1245;1;1;146;15625
