Id;Election_Id;Party_Id;Wahlkreis_Id;Amount
1246;1;3;146;11432
1247;1;4;146;11924
1248;1;6;146;1800
1249;1;15;146;22
1250;1;33;146;118
1251;1;13;146;652
1252;1;NULL;147;1702
1253;1;2;147;77687
1254;1;1;147;13753
1255;1;3;147;9362
1256;1;4;147;7966
1257;1;6;147;1537
1258;1;15;147;26
1259;1;33;147;96
1260;1;13;147;601
1261;1;NULL;148;1682
1262;1;2;148;64217
1263;1;1;148;15482
1264;1;3;148;12009
1265;1;6;148;2399
1266;1;15;148;22
1267;1;33;148;67
1268;1;13;148;485
1269;1;NULL;149;1733
1270;1;2;149;70705
1271;1;1;149;15568
1272;1;3;149;10100
1273;1;4;149;8476
1274;1;6;149;2064
1275;1;15;149;37
1276;1;33;149;119
1277;1;13;149;673
1278;1;NULL;150;1661
1279;1;2;150;52751
1280;1;1;150;11740
1281;1;3;150;10431
1282;1;4;150;6207
1283;1;6;150;2331
1284;1;12;150;2217
1285;1;15;150;23
1286;1;33;150;105
1287;1;13;150;786
1288;1;NULL;151;1672
1289;1;2;151;44147
1290;1;1;151;10611
1291;1;3;151;27760
1292;1;4;151;4357
1293;1;6;151;5108
1294;1;NULL;152;1523
1295;1;2;152;42704
1296;1;1;152;11781
1297;1;3;152;34015
1298;1;4;152;8856
1299;1;6;152;4202
1300;1;19;152;1691
1301;1;NULL;153;1786
1302;1;2;153;41101
1303;1;1;153;10505
1304;1;3;153;36117
1305;1;4;153;17345
1306;1;6;153;3094
1307;1;19;153;1674
1308;1;NULL;154;2081
1309;1;2;154;60969
1310;1;1;154;14799
1311;1;3;154;33044
1312;1;4;154;6745
1313;1;6;154;5988
1314;1;NULL;155;2288
1315;1;2;155;62290
1316;1;1;155;12403
1317;1;3;155;29423
1318;1;4;155;8315
1319;1;6;155;7050
1320;1;NULL;156;2573
1321;1;2;156;64325
1322;1;1;156;17755
1323;1;3;156;38241
1324;1;4;156;6505
1325;1;6;156;8363
1326;1;NULL;157;2590
1327;1;2;157;62338
1328;1;1;157;13935
1329;1;3;157;35786
1330;1;4;157;7381
1331;1;6;157;7842
1332;1;19;157;2700
1333;1;NULL;158;2254
1334;1;2;158;62530
1335;1;1;158;15292
1336;1;3;158;28233
1337;1;4;158;6378
1338;1;6;158;7983
1339;1;19;158;2150
1340;1;NULL;159;1773
1341;1;2;159;56749
1342;1;1;159;14818
1343;1;3;159;37180
1344;1;4;159;13668
1345;1;6;159;3851
1346;1;19;159;1575
1347;1;NULL;160;2012
1348;1;2;160;55401
1349;1;1;160;18204
1350;1;3;160;29679
1351;1;4;160;18871
1352;1;6;160;4389
1353;1;16;160;436
1354;1;19;160;1597
1355;1;NULL;161;2123
1356;1;2;161;61579
1357;1;1;161;14032
1358;1;3;161;32744
1359;1;4;161;5921
1360;1;6;161;6320
1361;1;NULL;162;1603
1362;1;2;162;45876
1363;1;1;162;12106
1364;1;3;162;37433
1365;1;4;162;8109
1366;1;6;162;3800
1367;1;NULL;163;1955
1368;1;2;163;54065
1369;1;1;163;14092
1370;1;3;163;33133
1371;1;4;163;5360
1372;1;6;163;5229
1373;1;NULL;164;2857
1374;1;2;164;63211
1375;1;1;164;23820
1376;1;3;164;37166
1377;1;4;164;5896
1378;1;6;164;7930
1379;1;NULL;165;2228
1380;1;2;165;55605
1381;1;1;165;13097
1382;1;3;165;40265
1383;1;4;165;6491
1384;1;6;165;5394
1385;1;19;165;995
1386;1;NULL;166;2276
1387;1;2;166;55128
1388;1;1;166;12755
1389;1;3;166;33586
1390;1;4;166;5849
1391;1;6;166;4908
1392;1;9;166;1290
1393;1;NULL;167;3513
1394;1;2;167;48414
1395;1;1;167;13180
1396;1;3;167;10400
1397;1;4;167;11209
1398;1;6;167;1756
1399;1;33;167;115
1400;1;NULL;168;3903
1401;1;2;168;47643
1402;1;1;168;12188
1403;1;3;168;15453
1404;1;4;168;19246
1405;1;6;168;1594
1406;1;16;168;319
1407;1;33;168;112
1408;1;NULL;169;3630
1409;1;2;169;45711
1410;1;1;169;12290
1411;1;3;169;11080
1412;1;4;169;7530
1413;1;6;169;2128
1414;1;33;169;95
1415;1;NULL;170;4275
1416;1;2;170;47053
1417;1;1;170;13487
1418;1;3;170;11395
1419;1;4;170;9370
1420;1;6;170;2275
1421;1;33;170;128
1422;1;NULL;171;2195
1423;1;2;171;47322
1424;1;1;171;10964
1425;1;3;171;10857
1426;1;4;171;10366
1427;1;6;171;1690
1428;1;33;171;76
1429;1;NULL;172;2730
1430;1;2;172;60214
1431;1;1;172;12968
1432;1;3;172;9815
1433;1;4;172;11032
1434;1;6;172;2922
1435;1;33;172;127
1436;1;NULL;173;3357
1437;1;2;173;55987
1438;1;1;173;16804
1439;1;3;173;10623
1440;1;4;173;13484
1441;1;6;173;2137
1442;1;33;173;146
1443;1;NULL;174;3141
1444;1;2;174;77514
1445;1;1;174;15268
1446;1;3;174;10267
1447;1;4;174;11257
1448;1;6;174;2972
1449;1;33;174;155
1450;1;NULL;175;3444
1451;1;2;175;52895
1452;1;1;175;12321
1453;1;3;175;9127
1454;1;4;175;7982
1455;1;6;175;2954
1456;1;8;175;379
1457;1;12;175;1690
1458;1;33;175;137
1459;1;NULL;176;2217
1460;1;2;176;62748
1461;1;1;176;16255
1462;1;3;176;7522
1463;1;4;176;12976
1464;1;6;176;1081
1465;1;8;176;862
1466;1;12;176;2074
1467;1;33;176;74
1468;1;NULL;177;2617
1469;1;2;177;53317
1470;1;1;177;11785
1471;1;3;177;7497
1472;1;4;177;9434
1473;1;6;177;2360
1474;1;12;177;1785
1475;1;33;177;77
1476;1;NULL;178;2837
1477;1;2;178;75224
1478;1;1;178;17463
1479;1;3;178;9066
1480;1;4;178;13141
1481;1;6;178;1432
1482;1;8;178;1603
1483;1;33;178;106
1484;1;NULL;179;2221
1485;1;2;179;53416
1486;1;1;179;12350
1487;1;3;179;9016
1488;1;4;179;10970
1489;1;6;179;1516
1490;1;19;179;588
1491;1;33;179;125
1492;1;NULL;180;2732
1493;1;2;180;48218
1494;1;1;180;10972
1495;1;3;180;8909
1496;1;4;180;8536
1497;1;6;180;1577
1498;1;8;180;1385
1499;1;12;180;2443
1500;1;33;180;109
1501;1;NULL;181;2322
1502;1;2;181;72680
1503;1;1;181;18588
1504;1;3;181;7718
1505;1;4;181;15618
1506;1;6;181;1694
1507;1;33;181;110
1508;1;NULL;182;2091
1509;1;2;182;45866
1510;1;1;182;12876
1511;1;3;182;12031
1512;1;4;182;15701
1513;1;6;182;1327
1514;1;8;182;862
1515;1;12;182;1879
1516;1;16;182;170
1517;1;19;182;353
1518;1;33;182;81
1519;1;NULL;183;2150
1520;1;2;183;55027
1521;1;1;183;14336
1522;1;3;183;11998
1523;1;4;183;23403
1524;1;6;183;1546
1525;1;12;183;2077
1526;1;19;183;416
1527;1;33;183;102
1528;1;NULL;184;2765
1529;1;2;184;45410
1530;1;1;184;10177
1531;1;3;184;9449
1532;1;4;184;12072
1533;1;6;184;2457
1534;1;33;184;109
1535;1;NULL;185;4213
1536;1;2;185;62281
1537;1;1;185;15843
1538;1;3;185;11594
1539;1;4;185;15243
1540;1;6;185;2434
1541;1;12;185;2722
1542;1;33;185;150
1543;1;NULL;186;3050
1544;1;2;186;60536
1545;1;1;186;13553
1546;1;3;186;11213
1547;1;4;186;20963
1548;1;6;186;1860
1549;1;43;186;396
1550;1;33;186;132
1551;1;11;186;3866
1552;1;NULL;187;4959
1553;1;2;187;69191
1554;1;1;187;18409
1555;1;3;187;11574
1556;1;4;187;16215
1557;1;6;187;2183
1558;1;8;187;1772
1559;1;33;187;137
1560;1;NULL;188;2708
1561;1;2;188;64472
1562;1;1;188;12966
1563;1;3;188;9171
1564;1;4;188;11296
1565;1;6;188;2365
1566;1;33;188;113
1567;1;NULL;189;1545
1568;1;2;189;57882
1569;1;1;189;9942
1570;1;3;189;33005
1571;1;4;189;5540
1572;1;6;189;3798
1573;1;27;189;1416
1574;1;NULL;190;1912
1575;1;2;190;44903
1576;1;1;190;8211
1577;1;3;190;35666
1578;1;4;190;4921
1579;1;6;190;4864
1580;1;NULL;191;1843
1581;1;2;191;42706
1582;1;1;191;9808
1583;1;3;191;39605
1584;1;4;191;5762
1585;1;6;191;4857
1586;1;NULL;192;1971
1587;1;2;192;40063
1588;1;1;192;10056
1589;1;3;192;35942
1590;1;4;192;7391
1591;1;6;192;5475
1592;1;NULL;193;1637
1593;1;2;193;45899
1594;1;1;193;8889
1595;1;3;193;43013
1596;1;4;193;12129
1597;1;6;193;4149
1598;1;NULL;194;1893
1599;1;2;194;46590
1600;1;1;194;15695
1601;1;3;194;49344
1602;1;4;194;11471
1603;1;6;194;4771
1604;1;NULL;195;1743
1605;1;2;195;42988
1606;1;1;195;9237
1607;1;3;195;33672
1608;1;4;195;4196
1609;1;6;195;4720
1610;1;NULL;196;1845
1611;1;2;196;46726
1612;1;1;196;12534
1613;1;3;196;45820
1614;1;4;196;5684
1615;1;6;196;6574
1616;1;16;196;582
1617;1;NULL;197;1606
1618;1;2;197;39600
1619;1;1;197;10313
1620;1;3;197;41361
1621;1;4;197;5936
1622;1;6;197;4380
1623;1;NULL;198;2735
1624;1;2;198;66214
1625;1;1;198;17881
1626;1;3;198;11331
1627;1;4;198;9518
1628;1;6;198;2438
1629;1;33;198;123
1630;1;NULL;199;2187
1631;1;2;199;62145
1632;1;1;199;20470
1633;1;3;199;8310
1634;1;4;199;10094
1635;1;6;199;1527
1636;1;33;199;79
1637;1;NULL;200;2553
1638;1;2;200;59853
1639;1;1;200;13084
1640;1;3;200;9935
1641;1;4;200;13222
1642;1;6;200;1483
1643;1;33;200;98
1644;1;NULL;201;2615
1645;1;2;201;59719
1646;1;1;201;15621
1647;1;3;201;8979
1648;1;4;201;9690
1649;1;6;201;1513
1650;1;33;201;100
1651;1;NULL;202;2458
1652;1;2;202;61167
1653;1;1;202;8684
1654;1;3;202;11579
1655;1;4;202;8768
1656;1;6;202;1798
1657;1;33;202;158
1658;1;NULL;203;2390
1659;1;2;203;53705
1660;1;1;203;16213
1661;1;3;203;8043
1662;1;4;203;9274
1663;1;6;203;1295
1664;1;33;203;92
1665;1;NULL;204;2348
1666;1;2;204;61980
1667;1;1;204;11330
1668;1;3;204;11639
1669;1;4;204;14143
1670;1;6;204;1323
1671;1;33;204;74
1672;1;NULL;205;2698
1673;1;2;205;65215
1674;1;1;205;16541
1675;1;3;205;11884
1676;1;4;205;10685
1677;1;6;205;2347
1678;1;33;205;118
1679;1;NULL;206;2619
1680;1;2;206;68081
1681;1;1;206;22054
1682;1;3;206;10737
1683;1;4;206;23696
1684;1;6;206;2043
1685;1;19;206;304
1686;1;33;206;96
1687;1;38;206;833
1688;1;27;206;2384
1689;1;NULL;207;2788
1690;1;2;207;51892
1691;1;1;207;14051
1692;1;3;207;10218
1693;1;4;207;10515
1694;1;6;207;3259
1695;1;33;207;137
1696;1;NULL;208;2744
1697;1;2;208;57736
1698;1;1;208;12878
1699;1;3;208;13002
1700;1;4;208;9277
1701;1;6;208;1807
1702;1;8;208;3631
1703;1;16;208;210
1704;1;33;208;158
1705;1;11;208;3188
1706;1;NULL;209;2884
1707;1;2;209;71481
1708;1;1;209;14870
1709;1;3;209;12546
1710;1;4;209;13748
1711;1;6;209;2710
1712;1;10;209;3140
1713;1;33;209;116
1714;1;NULL;210;3166
1715;1;2;210;52311
1716;1;1;210;14725
1717;1;3;210;22205
1718;1;4;210;10834
1719;1;6;210;4143
1720;1;33;210;132
1721;1;NULL;211;3205
1722;1;2;211;50035
1723;1;1;211;14105
1724;1;3;211;15989
1725;1;4;211;8840
1726;1;6;211;3598
1727;1;33;211;114
1728;1;NULL;212;3029
1729;1;2;212;61994
1730;1;1;212;19431
1731;1;3;212;10926
1732;1;4;212;12637
1733;1;6;212;3230
1734;1;33;212;134
1735;1;NULL;213;1221
1736;1;1;213;9508
1737;1;3;213;5362
1738;1;4;213;8477
1739;1;5;213;67284
1740;1;6;213;2045
1741;1;19;213;1369
1742;1;39;213;143
1743;1;33;213;63
1744;1;NULL;214;1157
1745;1;1;214;16433
1746;1;3;214;6073
1747;1;4;214;17573
1748;1;5;214;67518
1749;1;6;214;1837
1750;1;39;214;114
1751;1;33;214;60
1752;1;27;214;3969
1753;1;NULL;215;1218
1754;1;1;215;20220
1755;1;3;215;8510
1756;1;4;215;25879
1757;1;5;215;71748
1758;1;6;215;2636
1759;1;19;215;5
1760;1;17;215;63
1761;1;39;215;119
1762;1;33;215;71
1763;1;27;215;88
1764;1;7;215;1697
1765;1;NULL;216;1556
1766;1;1;216;20645
1767;1;3;216;7146
1768;1;4;216;19965
1769;1;5;216;90368
1770;1;6;216;2007
1771;1;17;216;3109
1772;1;39;216;141
1773;1;33;216;101
1774;1;27;216;3120
1775;1;7;216;2415
1776;1;NULL;217;1611
1777;1;1;217;13994
1778;1;3;217;10838
1779;1;4;217;14082
1780;1;5;217;98542
1781;1;6;217;3276
1782;1;19;217;656
1783;1;39;217;146
1784;1;33;217;85
1785;1;27;217;3863
1786;1;NULL;218;1123
1787;1;1;218;15766
1788;1;3;218;7773
1789;1;4;218;15307
1790;1;5;218;57161
1791;1;6;218;1531
1792;1;16;218;123
1793;1;19;218;217
1794;1;39;218;85
1795;1;33;218;73
1796;1;27;218;1732
1797;1;NULL;219;1028
1798;1;1;219;24022
1799;1;3;219;9109
1800;1;4;219;21722
1801;1;5;219;61412
1802;1;6;219;1286
1803;1;19;219;221
1804;1;17;219;1574
1805;1;39;219;83
1806;1;33;219;74
1807;1;27;219;2147
1808;1;7;219;1616
1809;1;NULL;220;1000
1810;1;1;220;17033
1811;1;3;220;8266
1812;1;4;220;20507
1813;1;5;220;58849
1814;1;6;220;1289
1815;1;19;220;460
1816;1;39;220;111
1817;1;33;220;63
1818;1;27;220;2097
1819;1;NULL;221;1086
1820;1;1;221;20442
1821;1;3;221;9665
1822;1;4;221;24967
1823;1;5;221;63075
1824;1;6;221;1413
1825;1;19;221;412
1826;1;39;221;117
1827;1;33;221;69
1828;1;27;221;2623
1829;1;NULL;222;1145
1830;1;1;222;26030
1831;1;3;222;7201
1832;1;4;222;25062
1833;1;5;222;87060
1834;1;6;222;1548
1835;1;10;222;1926
1836;1;39;222;81
1837;1;33;222;91
1838;1;27;222;1986
1839;1;7;222;1601
1840;1;14;222;674
1841;1;NULL;223;1544
1842;1;1;223;14745
1843;1;3;223;5967
1844;1;4;223;19499
1845;1;5;223;82305
1846;1;6;223;1172
1847;1;8;223;3455
1848;1;19;223;375
1849;1;17;223;3612
1850;1;39;223;195
1851;1;33;223;73
1852;1;27;223;3905
1853;1;7;223;1749
1854;1;NULL;224;1459
1855;1;1;224;25954
1856;1;3;224;6928
1857;1;4;224;19133
1858;1;5;224;98057
1859;1;6;224;2215
1860;1;10;224;49
1861;1;39;224;161
1862;1;33;224;101
1863;1;27;224;41
1864;1;7;224;35
1865;1;14;224;12
1866;1;NULL;225;1402
1867;1;1;225;10142
1868;1;3;225;6156
1869;1;4;225;16188
1870;1;5;225;76741
1871;1;6;225;2063
1872;1;19;225;608
1873;1;17;225;2860
1874;1;39;225;249
1875;1;33;225;71
1876;1;27;225;2409
1877;1;7;225;1296
1878;1;14;225;749
1879;1;NULL;226;1704
1880;1;1;226;19076
1881;1;3;226;7568
1882;1;4;226;21516
1883;1;5;226;94302
1884;1;6;226;1883
1885;1;17;226;3399
1886;1;39;226;193
1887;1;33;226;91
1888;1;27;226;4511
1889;1;7;226;1921
1890;1;NULL;227;1049
1891;1;1;227;11065
1892;1;3;227;6851
1893;1;4;227;6717
1894;1;5;227;49398
1895;1;6;227;3039
1896;1;39;227;112
1897;1;33;227;46
1898;1;14;227;992
1899;1;NULL;228;1584
1900;1;1;228;22940
1901;1;3;228;9362
1902;1;4;228;17133
1903;1;5;228;84953
1904;1;6;228;3295
1905;1;39;228;155
1906;1;33;228;80
1907;1;38;228;1176
1908;1;27;228;4051
1909;1;NULL;229;1124
1910;1;1;229;22069
1911;1;3;229;9217
1912;1;4;229;8767
1913;1;5;229;54275
1914;1;6;229;2600
1915;1;39;229;116
1916;1;33;229;72
1917;1;27;229;3212
1918;1;NULL;230;1227
1919;1;1;230;10305
1920;1;3;230;4868
1921;1;4;230;5828
1922;1;5;230;54904
1923;1;6;230;1743
1924;1;8;230;1719
1925;1;19;230;522
1926;1;39;230;157
1927;1;33;230;54
1928;1;27;230;4626
1929;1;NULL;231;1345
1930;1;1;231;8650
1931;1;3;231;5410
1932;1;4;231;4372
1933;1;5;231;61572
1934;1;6;231;2519
1935;1;39;231;93
1936;1;33;231;47
1937;1;27;231;3040
1938;1;NULL;232;1680
1939;1;1;232;18922
1940;1;3;232;10544
1941;1;4;232;13833
1942;1;5;232;71148
1943;1;6;232;3818
1944;1;39;232;198
1945;1;33;232;105
1946;1;7;232;1493
1947;1;NULL;233;1455
1948;1;1;233;21618
1949;1;3;233;10514
1950;1;4;233;14784
1951;1;5;233;75653
1952;1;6;233;2753
1953;1;39;233;129
1954;1;33;233;101
1955;1;27;233;4410
1956;1;11;233;2903
1957;1;7;233;1227
1958;1;NULL;234;1957
1959;1;1;234;11058
1960;1;3;234;9396
1961;1;4;234;6423
1962;1;5;234;72791
1963;1;6;234;3463
1964;1;39;234;226
1965;1;33;234;94
1966;1;27;234;2830
1967;1;NULL;235;2270
1968;1;1;235;8664
1969;1;3;235;6567
1970;1;4;235;6031
1971;1;5;235;54891
1972;1;6;235;2994
1973;1;39;235;222
1974;1;33;235;59
1975;1;27;235;1563
1976;1;NULL;236;1170
1977;1;1;236;13590
1978;1;3;236;7601
1979;1;4;236;11726
1980;1;5;236;62548
1981;1;6;236;1899
1982;1;8;236;2213
1983;1;17;236;1562
1984;1;39;236;138
1985;1;33;236;55
1986;1;NULL;237;974
1987;1;1;237;9898
1988;1;3;237;6318
1989;1;4;237;13096
1990;1;5;237;58848
1991;1;6;237;1701
1992;1;8;237;1855
1993;1;39;237;131
1994;1;33;237;50
1995;1;NULL;238;1272
1996;1;1;238;8805
1997;1;3;238;7475
1998;1;4;238;9380
1999;1;5;238;55174
2000;1;6;238;2775
2001;1;39;238;70
2002;1;33;238;56
2003;1;27;238;1234
2004;1;NULL;239;1735
2005;1;1;239;9604
2006;1;3;239;9994
2007;1;4;239;9302
2008;1;5;239;57632
2009;1;6;239;3094
2010;1;39;239;111
2011;1;33;239;93
2012;1;NULL;240;1384
2013;1;1;240;4885
2014;1;3;240;6624
2015;1;4;240;5985
2016;1;5;240;86658
2017;1;6;240;3027
2018;1;39;240;112
2019;1;33;240;59
2020;1;27;240;1407
2021;1;NULL;241;2119
2022;1;1;241;17346
2023;1;3;241;9231
2024;1;4;241;14054
2025;1;5;241;80239
2026;1;6;241;3835
2027;1;39;241;187
2028;1;33;241;128
2029;1;27;241;3658
2030;1;11;241;3248
2031;1;NULL;242;1091
2032;1;1;242;12736
2033;1;3;242;8275
2034;1;4;242;15036
2035;1;5;242;60685
2036;1;6;242;1596
2037;1;10;242;1946
2038;1;39;242;70
2039;1;33;242;50
2040;1;27;242;1686
2041;1;NULL;243;2030
2042;1;1;243;15361
2043;1;3;243;13798
2044;1;4;243;17109
2045;1;5;243;76897
2046;1;6;243;3551
2047;1;39;243;142
2048;1;33;243;136
2049;1;11;243;4166
2050;1;14;243;2042
2051;1;NULL;244;1190
2052;1;1;244;10652
2053;1;3;244;10923
2054;1;4;244;15043
2055;1;5;244;48943
2056;1;6;244;2320
2057;1;16;244;187
2058;1;39;244;89
2059;1;33;244;79
2060;1;11;244;4268
2061;1;NULL;245;1371
2062;1;1;245;10498
2063;1;3;245;10794
2064;1;4;245;10048
2065;1;5;245;47519
2066;1;6;245;3136
2067;1;39;245;85
2068;1;33;245;80
2069;1;11;245;2653
2070;1;7;245;1290
2071;1;NULL;246;1692
2072;1;1;246;18809
2073;1;3;246;9610
2074;1;4;246;16521
2075;1;5;246;75280
2076;1;6;246;3289
2077;1;39;246;120
2078;1;33;246;94
2079;1;11;246;3205
2080;1;7;246;1642
2081;1;NULL;247;2297
2082;1;1;247;15185
2083;1;3;247;8072
2084;1;4;247;22717
2085;1;5;247;56491
2086;1;6;247;2716
2087;1;39;247;120
2088;1;33;247;60
2089;1;27;247;1841
2090;1;NULL;248;1900
2091;1;1;248;13592
2092;1;3;248;13000
2093;1;4;248;14723
2094;1;5;248;85574
2095;1;6;248;3305
2096;1;39;248;196
2097;1;33;248;70
2098;1;NULL;249;2289
2099;1;1;249;12858
2100;1;3;249;8817
2101;1;4;249;13649
2102;1;5;249;75542
2103;1;6;249;1620
2104;1;8;249;2230
2105;1;9;249;921
2106;1;39;249;113
2107;1;33;249;59
2108;1;NULL;250;1867
2109;1;1;250;13713
2110;1;3;250;14803
2111;1;4;250;14598
2112;1;5;250;66253
2113;1;6;250;3029
2114;1;17;250;2213
2115;1;39;250;157
2116;1;33;250;57
2117;1;NULL;251;1569
2118;1;1;251;17030
2119;1;3;251;9334
2120;1;4;251;21914
2121;1;5;251;73800
2122;1;6;251;2312
2123;1;39;251;147
2124;1;33;251;39
2125;1;11;251;3659
2126;1;NULL;252;1748
2127;1;1;252;14638
2128;1;3;252;9318
2129;1;4;252;19708
2130;1;5;252;56644
2131;1;6;252;2038
2132;1;16;252;230
2133;1;19;252;177
2134;1;17;252;1022
2135;1;39;252;115
2136;1;33;252;88
2137;1;27;252;1621
2138;1;7;252;1658
2139;1;NULL;253;1754
2140;1;1;253;20137
2141;1;3;253;8264
2142;1;4;253;15031
2143;1;5;253;92508
2144;1;6;253;2834
2145;1;19;253;444
2146;1;17;253;2552
2147;1;39;253;191
2148;1;33;253;110
2149;1;27;253;2804
2150;1;7;253;2539
2151;1;NULL;254;1497
2152;1;1;254;15337
2153;1;3;254;8025
2154;1;4;254;9962
2155;1;5;254;69102
2156;1;6;254;2549
2157;1;17;254;2385
2158;1;39;254;182
2159;1;33;254;63
2160;1;38;254;888
2161;1;27;254;1982
2162;1;NULL;255;1790
2163;1;1;255;18406
2164;1;3;255;10245
2165;1;4;255;17398
2166;1;5;255;82046
2167;1;6;255;4483
2168;1;39;255;250
2169;1;33;255;131
2170;1;27;255;4291
2171;1;NULL;256;1618
2172;1;1;256;17464
2173;1;3;256;7842
2174;1;4;256;20093
2175;1;5;256;83181
2176;1;6;256;1314
2177;1;8;256;2092
2178;1;17;256;2606
2179;1;39;256;357
2180;1;33;256;71
2181;1;27;256;3150
2182;1;NULL;257;2194
2183;1;1;257;21115
2184;1;3;257;8822
2185;1;4;257;15030
2186;1;5;257;85429
2187;1;6;257;2814
2188;1;17;257;5367
2189;1;39;257;397
2190;1;33;257;119
2191;1;27;257;3671
2192;1;14;257;737
2193;1;NULL;258;1120
2194;1;2;258;48518
2195;1;1;258;14514
2196;1;3;258;6601
2197;1;4;258;42116
2198;1;6;258;1068
2199;1;19;258;446
2200;1;33;258;60
2201;1;11;258;2350
2202;1;NULL;259;1539
2203;1;2;259;44002
2204;1;1;259;13327
2205;1;3;259;10902
2206;1;4;259;21453
2207;1;6;259;1673
2208;1;16;259;322
2209;1;19;259;373
2210;1;33;259;62
2211;1;11;259;1893
2212;1;NULL;260;2507
2213;1;2;260;82344
2214;1;1;260;23717
2215;1;3;260;9657
2216;1;4;260;24138
2217;1;6;260;2914
2218;1;16;260;328
2219;1;33;260;88
2220;1;11;260;2798
2221;1;NULL;261;1450
2222;1;2;261;53829
2223;1;1;261;10819
2224;1;3;261;6225
2225;1;4;261;15511
2226;1;6;261;1768
2227;1;16;261;299
2228;1;33;261;40
2229;1;NULL;262;1978
2230;1;2;262;66116
2231;1;1;262;17768
2232;1;3;262;7973
2233;1;4;262;21104
2234;1;6;262;2647
2235;1;33;262;59
2236;1;NULL;263;2045
2237;1;2;263;55049
2238;1;1;263;13177
2239;1;3;263;8157
2240;1;4;263;14009
2241;1;6;263;2385
2242;1;33;263;68
2243;1;27;263;920
2244;1;NULL;264;2140
2245;1;2;264;69575
2246;1;1;264;19793
2247;1;3;264;8627
2248;1;4;264;15379
2249;1;6;264;2720
2250;1;16;264;319
2251;1;33;264;94
2252;1;27;264;1477
2253;1;NULL;265;1882
2254;1;2;265;61328
2255;1;1;265;19431
2256;1;3;265;9800
2257;1;4;265;23966
2258;1;6;265;2436
2259;1;9;265;971
2260;1;33;265;70
2261;1;27;265;963
2262;1;NULL;266;2300
2263;1;2;266;70606
2264;1;1;266;24682
2265;1;3;266;9169
2266;1;4;266;18626
2267;1;6;266;2798
2268;1;33;266;108
2269;1;27;266;1177
2270;1;NULL;267;2698
2271;1;2;267;73308
2272;1;1;267;19924
2273;1;3;267;10693
2274;1;4;267;14594
2275;1;6;267;3657
2276;1;16;267;372
2277;1;33;267;160
2278;1;27;267;1656
2279;1;NULL;268;2561
2280;1;2;268;65474
2281;1;1;268;19839
2282;1;3;268;10938
2283;1;4;268;18132
2284;1;6;268;3328
2285;1;33;268;157
2286;1;NULL;269;2189
2287;1;2;269;55492
2288;1;1;269;12822
2289;1;3;269;8177
2290;1;4;269;12749
2291;1;6;269;2404
2292;1;9;269;1240
2293;1;33;269;83
2294;1;NULL;270;2871
2295;1;2;270;70599
2296;1;1;270;15604
2297;1;3;270;11775
2298;1;4;270;14226
2299;1;6;270;2996
2300;1;33;270;123
2301;1;NULL;271;1855
2302;1;2;271;53872
2303;1;1;271;11845
2304;1;3;271;10034
2305;1;4;271;21452
2306;1;6;271;1534
2307;1;16;271;234
2308;1;33;271;76
2309;1;11;271;4359
2310;1;NULL;272;2339
2311;1;2;272;68951
2312;1;1;272;17668
2313;1;3;272;8569
2314;1;4;272;15506
2315;1;6;272;2310
2316;1;33;272;95
2317;1;NULL;273;2667
2318;1;2;273;68652
2319;1;1;273;14235
2320;1;3;273;8935
2321;1;4;273;15404
2322;1;6;273;2436
2323;1;33;273;81
2324;1;NULL;274;1932
2325;1;2;274;57963
2326;1;1;274;19314
2327;1;3;274;8985
2328;1;4;274;24985
2329;1;6;274;1652
2330;1;33;274;71
2331;1;NULL;275;1785
2332;1;2;275;48137
2333;1;1;275;11782
2334;1;3;275;12520
2335;1;4;275;16648
2336;1;6;275;2418
2337;1;16;275;333
2338;1;33;275;73
2339;1;NULL;276;3040
2340;1;2;276;75337
2341;1;1;276;17199
2342;1;3;276;9821
2343;1;4;276;13173
2344;1;6;276;2876
2345;1;33;276;125
2346;1;27;276;1538
2347;1;NULL;277;2277
2348;1;2;277;59755
2349;1;1;277;17833
2350;1;3;277;10596
2351;1;4;277;14952
2352;1;6;277;2725
2353;1;33;277;95
2354;1;NULL;278;2611
2355;1;2;278;64659
2356;1;1;278;15785
2357;1;3;278;9995
2358;1;4;278;12082
2359;1;6;278;2903
2360;1;33;278;85
2361;1;NULL;279;2805
2362;1;2;279;62224
2363;1;1;279;24640
2364;1;3;279;10353
2365;1;4;279;15236
2366;1;6;279;3172
2367;1;9;279;2218
2368;1;33;279;148
2369;1;NULL;280;2537
2370;1;2;280;64808
2371;1;1;280;17528
2372;1;3;280;9136
2373;1;4;280;13460
2374;1;6;280;1915
2375;1;8;280;2172
2376;1;9;280;2661
2377;1;33;280;70
2378;1;NULL;281;1998
2379;1;2;281;44749
2380;1;1;281;12674
2381;1;3;281;9675
2382;1;4;281;33878
2383;1;6;281;890
2384;1;8;281;1063
2385;1;33;281;78
2386;1;38;281;1023
2387;1;NULL;282;2577
2388;1;2;282;58282
2389;1;1;282;16932
2390;1;3;282;9268
2391;1;4;282;16151
2392;1;6;282;2106
2393;1;9;282;1498
2394;1;33;282;77
2395;1;NULL;283;3458
2396;1;2;283;61427
2397;1;1;283;14470
2398;1;3;283;10238
2399;1;4;283;22429
2400;1;6;283;2022
2401;1;33;283;86
2402;1;NULL;284;3164
2403;1;2;284;65336
2404;1;1;284;15454
