Person_Id;Election_Id;Bundesland_Id;Position
1724;2;8;11
1725;2;8;27
1726;2;14;1
1727;2;8;32
1728;2;14;14
1729;1;5;48
1729;2;5;42
1730;2;5;9
1732;1;5;25
1733;2;5;61
1734;1;14;2
1734;2;5;10
1736;2;5;44
1737;2;9;11
1738;1;5;4
1738;2;5;4
1740;2;9;11
1741;2;3;2
1742;1;9;2
1742;2;9;2
1743;2;1;3
1744;1;16;8
1744;2;16;15
1745;1;16;10
1745;2;16;11
1746;2;9;17
1747;2;6;45
1748;2;9;9
1751;2;10;1
1752;2;12;4
1753;2;10;5
1754;2;9;38
1755;2;5;1
1756;2;7;2
1757;2;3;3
1758;1;9;22
1758;2;9;27
1759;2;5;9
1760;2;3;16
1761;1;3;13
1761;2;3;15
1762;2;10;2
1763;2;11;6
1764;2;16;4
1765;1;5;8
1765;2;5;8
1766;2;5;16
1768;2;10;4
1769;2;8;1
1771;1;5;52
1771;2;5;20
1773;2;5;11
1774;1;8;29
1774;2;8;25
1775;2;5;11
1776;2;8;7
1777;2;5;37
1778;2;8;21
1779;2;14;3
1781;2;15;8
1783;2;5;27
1784;2;5;15
1785;1;5;6
1786;2;4;5
1787;2;4;1
1789;2;3;1
1790;2;1;6
1792;2;7;14
1793;2;9;22
1794;2;16;1
1795;2;13;3
1797;2;15;3
1798;2;7;3
1799;2;9;14
1800;2;9;47
1801;2;3;43
1802;2;10;3
1803;2;7;10
1804;2;7;19
1805;2;9;21
1806;2;1;18
1807;2;8;12
1808;1;5;10
1808;2;5;6
1810;1;8;3
1810;2;8;3
1811;2;8;16
1813;2;8;10
1814;2;16;1
1815;2;6;23
1816;2;3;9
1821;2;6;4
1823;2;11;29
1824;2;9;6
1825;2;5;56
1827;2;9;25
1828;2;3;25
1830;2;3;11
1831;2;11;51
1832;2;8;17
1833;2;8;23
1835;2;10;5
1837;2;15;4
1838;1;7;34
1838;2;7;25
1839;2;7;32
1840;2;5;40
1841;2;5;41
1842;2;8;25
1843;1;16;7
1843;2;16;5
1845;1;5;1
1845;2;5;1
1846;2;5;7
1847;2;2;3
1848;2;9;12
1849;1;14;12
1849;2;14;13
1850;2;9;20
1852;1;3;5
1852;2;3;1
1853;2;3;5
1854;1;8;19
1854;2;8;35
1856;2;9;7
1859;2;16;6
1861;2;14;11
1862;1;5;10
1862;2;5;3
1863;2;12;4
1865;1;8;10
1865;2;8;18
1866;2;7;28
1867;2;8;13
1868;2;4;2
1869;1;3;6
1869;2;3;4
1871;2;12;4
1872;2;5;33
1873;1;14;1
1873;2;14;1
1874;2;6;40
1875;2;8;22
1876;2;5;19
1877;2;8;23
1878;2;8;6
1879;2;9;32
1881;2;14;8
1883;1;5;13
1883;2;5;15
1884;2;9;50
1885;2;11;5
1886;1;1;10
1886;2;1;11
1887;2;8;9
1888;2;5;17
1891;2;5;51
1893;1;9;17
1893;2;9;32
1895;2;6;2
1897;2;2;2
1899;2;12;3
1900;2;3;2
1901;1;3;6
1902;2;2;10
1903;2;13;5
1904;2;16;11
1905;2;9;37
1907;2;7;6
1908;2;7;22
1909;2;7;6
1912;1;5;32
1912;2;5;27
1914;1;5;11
1914;2;5;11
1915;2;5;19
1916;1;9;10
1916;2;9;7
1917;2;9;17
1918;2;9;34
1921;2;9;38
1922;1;2;2
1922;2;2;5
1923;1;3;7
1923;2;3;9
1924;1;8;29
1924;2;8;18
1925;2;6;31
1926;2;7;10
1927;2;10;4
1928;2;3;1
1929;2;3;19
1932;2;6;11
1933;2;1;27
1934;2;16;8
1935;2;6;14
1937;2;13;5
1941;1;6;4
1943;2;3;6
1944;1;6;8
1944;2;6;8
1945;1;3;26
1945;2;3;13
1946;1;3;9
1948;1;5;29
1948;2;5;47
1950;1;12;11
1950;2;12;7
1951;2;8;15
1952;1;8;13
1952;2;8;7
1953;2;8;6
1954;2;8;10
1955;2;1;10
1956;1;15;6
1957;2;16;22
1958;2;7;22
1959;2;1;22
1961;2;10;13
1962;2;1;5
1963;1;5;7
1963;2;5;15
1965;2;8;23
1967;2;8;5
1970;2;16;2
1971;2;8;16
1972;2;2;6
1973;2;6;22
1974;2;8;1
1975;2;6;14
1976;2;11;12
1978;2;3;10
1979;1;10;3
1979;2;10;2
1980;2;7;19
1981;2;12;5
1982;1;6;4
1982;2;6;4
1983;1;11;4
1983;2;11;9
1984;1;12;4
1984;2;12;3
1985;2;14;5
1986;1;9;9
1986;2;9;6
1987;1;9;16
1987;2;9;8
1989;2;15;15
1990;2;14;16
1991;2;5;27
1992;2;10;1
1993;2;9;4
1994;1;7;5
1994;2;7;12
1997;2;5;33
1998;1;11;5
1998;2;11;12
1999;1;9;16
1999;2;9;8
2001;2;9;13
2002;2;5;20
2003;1;7;27
2003;2;7;20
2005;2;3;6
2006;1;12;3
2006;2;12;4
2007;1;6;3
2007;2;6;1
2008;2;8;8
2009;1;8;33
2009;2;8;46
2011;2;8;24
2012;1;14;4
2012;2;14;4
2013;1;14;4
2013;2;14;2
2014;2;5;6
2017;2;10;5
2018;2;7;18
2019;2;5;5
2020;2;6;22
2021;2;13;6
2022;2;7;6
2023;2;11;8
2024;2;8;14
2025;2;7;17
2026;1;6;3
2026;2;6;1
2027;2;8;27
2028;2;8;26
2029;1;15;2
2029;2;15;3
2031;1;15;2
2031;2;15;2
2032;2;9;12
2033;2;16;9
2034;2;6;18
2035;2;2;4
2036;2;2;9
2037;1;8;3
2037;2;8;3
2039;1;8;12
2039;2;8;17
2040;2;7;12
2042;2;12;2
2043;2;7;7
2046;1;8;3
2046;2;8;2
2047;2;14;17
2048;2;14;3
2049;2;3;45
2051;2;9;1
2052;1;9;12
2052;2;9;2
2053;2;9;4
2055;2;9;12
2056;1;5;4
2056;2;11;15
2057;2;6;8
2058;2;8;3
2059;2;5;17
2060;2;16;21
2061;1;13;7
2061;2;13;10
2062;2;1;22
2063;2;15;2
2065;2;9;48
2066;2;12;8
2069;2;9;8
2070;1;11;7
2070;2;11;21
2071;2;9;6
2072;2;14;6
2073;2;7;9
2074;1;3;5
2074;2;3;2
2075;2;5;2
2077;1;11;4
2077;2;11;3
2079;2;15;11
2081;2;15;6
2085;2;3;4
2086;2;5;9
2087;1;14;4
2088;2;1;19
2089;1;5;31
2089;2;5;24
2090;1;5;8
2090;2;5;6
2092;2;3;41
2093;1;8;36
2093;2;8;38
2094;1;9;16
2094;2;9;8
2096;2;9;12
2097;2;8;2
2098;2;5;2
2099;1;8;4
2099;2;8;3
2100;2;9;67
2101;2;5;38
2102;1;5;1
2102;2;5;1
2103;1;5;36
2103;2;5;21
2104;2;2;8
2105;2;12;3
2106;2;10;5
2107;1;12;6
2107;2;12;6
2109;2;5;31
2110;1;9;17
2110;2;9;13
2111;2;13;8
2112;2;14;3
2113;1;9;9
2113;2;9;11
2114;2;5;20
2115;2;2;1
2116;1;2;4
2116;2;2;2
2118;2;1;1
2119;2;9;30
2121;2;14;10
2122;2;5;11
2124;2;6;14
2125;2;8;6
2126;2;5;37
2127;1;14;2
2127;2;14;2
2128;1;5;19
2128;2;5;28
2129;2;3;22
2131;1;12;8
2131;2;12;8
2132;2;12;5
2133;2;11;1
2134;2;14;8
2135;2;5;17
2136;2;7;18
2137;2;13;5
2138;2;1;28
2139;1;5;26
2141;2;1;20
2142;1;15;3
2142;2;15;3
2143;1;5;8
2144;2;8;19
2145;2;6;20
2146;2;6;20
2147;2;14;9
2148;2;15;9
2149;2;6;32
2151;2;13;8
2152;2;12;13
2153;1;5;6
2153;2;5;8
2154;1;16;1
2154;2;16;1
2155;2;10;6
2157;2;16;8
2158;1;15;1
2158;2;15;1
2159;2;5;38
2160;2;5;43
2161;2;8;19
2162;1;3;27
2162;2;3;19
2163;1;6;3
2164;2;9;2
2165;2;15;6
2166;2;15;13
2167;1;14;8
2167;2;14;8
2168;2;11;10
2169;2;3;23
2170;2;9;13
2171;2;8;12
2172;2;5;32
2173;1;6;6
2173;2;6;2
2174;1;8;10
2174;2;8;8
2175;2;3;15
2176;1;5;1
2176;2;5;1
2177;2;4;4
2178;2;9;10
2179;1;14;5
2179;2;14;4
2180;2;5;5
2181;2;9;15
2182;2;14;12
2183;2;8;2
2184;1;9;15
2185;2;4;4
2186;2;13;7
2187;1;8;4
2187;2;8;3
2188;2;3;36
2189;1;4;1
2189;2;4;1
2190;2;6;27
2192;1;4;3
2192;2;4;3
2193;2;5;60
2194;2;6;37
2196;2;15;3
2197;2;7;21
2200;2;9;31
2201;1;7;11
2201;2;7;9
2202;2;7;5
2203;2;9;19
2204;2;6;19
2205;2;11;16
2206;1;16;2
2206;2;16;2
2207;2;9;32
2208;2;9;17
2209;2;5;62
2211;1;14;7
2211;2;14;5
2212;1;14;1
2212;2;14;1
2214;1;9;7
2214;2;9;6
2215;2;5;14
2216;1;11;6
2218;2;12;8
2221;2;13;1
2222;2;9;24
2223;2;10;10
2225;2;6;1
2226;2;11;47
2227;2;4;2
2228;2;6;14
2230;1;7;2
2230;2;7;8
2232;2;15;14
2233;2;1;20
2234;1;1;3
2234;2;1;1
2235;2;3;16
2236;2;15;1
2237;1;16;3
2237;2;16;3
2238;2;9;16
2239;2;11;8
2240;1;16;1
2240;2;16;2
2241;2;9;28
2242;2;1;17
2243;2;15;14
2244;2;11;8
2247;2;2;7
2248;2;13;5
2249;2;3;8
2250;1;5;22
2250;2;5;11
2252;2;9;29
2253;2;5;59
2254;2;9;4
2255;2;5;3
2256;1;14;6
2256;2;14;8
2257;1;9;1
2257;2;9;1
2258;2;9;9
2259;2;8;30
2260;2;6;3
2261;1;3;1
2261;2;3;1
2262;2;7;12
2263;2;14;4
2264;2;3;57
2265;1;9;24
2265;2;9;12
2267;2;11;7
2268;2;9;66
2269;1;11;4
2269;2;11;4
2270;1;1;7
2270;2;1;5
2271;2;9;16
2272;2;2;3
2273;2;5;5
2274;2;9;18
2275;1;12;6
2275;2;12;6
2276;2;11;2
2277;2;15;2
2278;2;15;7
2279;1;13;3
2279;2;13;3
2280;2;7;26
2281;1;11;3
2281;2;11;3
2282;2;12;2
2284;1;11;2
2284;2;11;2
2285;2;15;8
2286;2;6;14
2289;1;9;29
2289;2;9;20
2291;2;11;1
2292;1;7;6
2292;2;7;2
2293;2;5;7
2294;2;6;43
2295;2;5;10
2296;1;9;3
2296;2;9;1
2297;2;9;10
2298;1;8;9
2298;2;8;4
2300;2;9;5
2301;1;6;11
2301;2;6;11
2302;1;15;2
2302;2;15;1
2303;2;16;6
2304;2;6;17
2305;1;8;4
2307;1;1;9
2307;2;1;5
2308;2;12;5
2310;2;8;27
2312;2;13;2
2313;1;3;6
2313;2;3;2
2315;1;11;3
2315;2;11;3
2316;2;8;23
2317;2;13;2
2319;2;6;7
2320;2;11;9
2321;2;9;34
2322;2;9;59
2323;2;8;54
2324;2;5;43
2326;2;11;20
2327;2;7;32
2328;2;9;50
2329;2;3;28
2330;2;1;16
2332;1;3;25
2332;2;3;20
2333;2;1;5
2335;2;3;1
2336;2;16;12
2337;1;11;7
2337;2;11;5
2338;2;5;46
2339;2;11;30
2341;1;3;6
2341;2;3;10
2342;2;5;1
2343;2;9;15
2345;2;3;35
2347;2;8;26
2348;2;5;28
2349;2;15;4
2350;2;8;10
2351;1;3;8
2351;2;3;14
2354;2;15;4
2355;2;5;12
2356;2;9;4
2358;2;1;4
2359;2;5;8
2360;2;5;54
2361;2;5;12
2362;2;9;47
2365;2;5;16
2366;1;10;1
2366;2;10;1
2367;2;8;36
2368;1;10;2
2368;2;10;1
2369;2;9;17
2370;1;11;6
2370;2;11;6
2371;2;6;25
2372;2;2;3
2373;1;8;8
2373;2;8;9
2374;2;5;50
2377;2;7;16
2378;1;9;14
2378;2;9;8
2381;2;8;27
2382;2;14;12
2383;1;5;36
2383;2;5;38
2384;2;14;2
2385;1;16;2
2385;2;16;4
2386;2;16;19
2387;1;16;7
2387;2;16;1
2388;2;8;12
2389;1;8;5
2389;2;8;23
2390;1;9;5
2390;2;9;4
2391;2;9;16
2392;2;11;6
2393;2;8;15
2394;1;9;26
2394;2;9;43
2395;2;8;20
2396;2;6;3
2397;1;14;1
2397;2;14;1
2398;1;8;27
2398;2;8;27
2399;2;16;5
2400;2;6;19
2401;2;15;5
2402;1;1;9
2402;2;1;8
2403;2;1;1
2405;2;12;1
2406;2;3;31
2407;2;5;22
2408;2;4;2
2409;2;7;5
2410;1;7;22
2410;2;7;29
2411;2;12;9
2412;2;5;1
2413;2;7;6
2414;2;6;13
2415;2;1;2
2416;2;9;24
2417;1;5;16
2417;2;5;32
2418;2;3;2
2419;2;9;11
2420;2;6;2
2422;1;3;12
2422;2;3;6
2423;2;15;4
2424;2;9;11
2425;2;8;4
2426;2;5;10
2427;1;6;10
2427;2;6;5
2428;2;8;4
2429;2;8;25
2432;2;8;31
2433;1;12;5
2433;2;12;5
2434;2;2;6
2435;2;10;1
2436;2;5;11
2438;1;8;13
2438;2;8;2
2439;1;5;10
2439;2;5;16
2441;2;8;15
2442;2;11;9
2443;1;3;28
2443;2;3;18
2444;1;8;5
2444;2;8;4
2445;2;11;14
2446;2;6;8
2449;1;4;2
2449;2;4;2
2450;2;7;7
2451;2;6;6
2452;2;9;60
2453;2;4;4
2454;2;7;5
2456;2;5;8
2457;2;9;11
2458;2;8;12
2460;2;10;5
2461;2;8;29
2462;2;9;6
2463;2;9;48
2464;2;9;15
2466;2;9;18
2467;2;5;20
2468;2;7;5
2469;2;11;4
2470;2;11;18
2472;1;15;8
2472;2;14;6
2473;2;9;36
2474;2;11;41
2475;2;9;36
2476;2;9;51
2477;1;8;3
2477;2;8;3
2478;1;9;4
2478;2;9;2
2479;2;7;15
2480;1;8;7
2480;2;8;9
2481;2;6;26
2482;2;10;13
2483;1;9;26
2483;2;9;17
2484;1;5;14
2484;2;5;3
2485;2;10;7
2486;2;10;4
2487;2;14;5
2489;2;6;3
2490;1;5;12
2490;2;5;7
2492;1;3;12
2492;2;3;6
2493;2;12;7
2495;2;11;10
2496;2;3;41
2498;2;8;30
2499;2;4;3
2500;2;8;20
2502;2;3;15
2503;2;8;4
2504;2;7;21
2505;2;3;6
2507;2;11;9
2508;1;13;1
2508;2;13;1
2509;2;7;10
2510;2;9;39
2512;2;11;3
2513;2;8;3
2515;2;2;5
2517;2;8;29
2518;2;6;21
2520;2;14;2
2522;2;7;11
2523;2;11;4
2525;2;16;4
2526;2;12;6
2527;2;7;2
2528;2;5;39
2529;2;10;3
2530;1;6;2
2530;2;6;4
2531;2;14;12
2533;2;8;20
2534;2;9;38
2535;2;7;31
2536;1;6;25
2536;2;6;23
2538;1;1;19
2538;2;1;15
2539;2;8;2
2540;1;1;1
2540;2;1;1
2541;2;6;21
2542;2;9;54
2543;2;10;10
2544;2;2;7
2545;1;9;7
2545;2;9;6
2547;1;1;18
2547;2;1;19
2548;1;14;3
2548;2;14;3
2549;1;9;17
2549;2;9;14
2550;2;3;6
2551;2;9;12
2552;1;3;14
2552;2;3;6
2553;1;3;10
2553;2;3;11
2555;2;3;6
2556;2;7;8
2557;2;5;7
2559;2;8;30
2560;2;11;4
2561;1;9;24
2562;2;5;24
2564;2;8;9
2565;2;1;2
2566;2;9;13
2567;2;9;9
2568;2;11;1
2569;1;5;16
2569;2;5;14
2570;2;3;4
2571;2;5;30
2572;2;1;9
2573;2;12;10
2574;2;8;53
2575;2;5;3
2576;2;15;12
2577;2;1;1
2578;2;3;18
2579;2;1;17
2580;2;6;24
2581;2;1;2
2582;2;16;10
2583;2;2;5
2584;2;5;46
2585;2;8;28
2587;1;8;2
2587;2;8;4
2588;1;8;3
2588;2;8;3
2589;2;3;3
2590;2;5;11
2591;2;9;24
2592;1;13;4
2592;2;13;4
2593;1;9;6
2593;2;9;16
2595;2;16;5
2596;2;9;30
2597;2;10;15
2599;2;9;31
2601;1;9;10
2601;2;9;5
2602;1;5;49
2602;2;5;53
2603;2;7;21
2604;2;7;15
2605;2;7;19
2606;2;4;1
2607;2;9;32
2608;2;10;7
2609;2;6;31
2610;2;6;10
2611;1;5;8
2611;2;5;6
2612;2;8;37
2613;2;7;13
2614;2;8;22
2615;2;8;9
2616;1;14;1
2616;2;14;1
2619;2;7;16
2620;2;5;10
2621;1;6;14
2621;2;6;9
2622;1;6;10
2622;2;6;10
2623;1;16;7
2624;2;6;12
2626;1;3;20
2626;2;3;7
2627;2;13;3
2628;1;14;9
2628;2;14;7
2629;1;9;11
2629;2;9;10
2632;2;9;21
2633;2;11;10
2634;2;6;5
2635;1;7;2
2635;2;7;4
2636;2;12;1
2637;2;10;4
2638;2;7;14
2639;2;7;1
2641;2;10;7
2642;2;9;8
2644;2;13;4
2645;2;10;11
2646;2;12;6
2647;2;16;6
2648;1;5;14
2648;2;5;33
2649;2;9;41
2650;2;10;5
2652;2;8;5
2653;1;9;9
2653;2;9;11
2654;1;9;5
2654;2;9;6
2655;1;13;2
2656;2;7;18
2657;1;6;1
2657;2;6;7
2658;1;8;5
2658;2;8;7
2660;1;2;1
2660;2;2;1
2662;2;1;23
2663;2;3;13
2664;2;6;7
2665;1;6;9
2665;2;6;1
2666;2;5;24
2667;2;8;22
2668;2;7;15
2669;1;5;67
2669;2;5;63
2670;1;5;12
2670;2;5;14
2671;2;9;15
2672;2;8;29
2673;2;1;8
2674;2;15;5
2675;2;9;33
2676;1;11;4
2676;2;11;2
2678;2;11;13
2680;2;6;4
2681;1;14;12
2682;2;5;39
2683;1;7;1
2683;2;7;1
2685;2;6;16
2686;2;7;6
2687;2;9;5
2689;2;1;5
2692;2;1;12
2693;2;3;20
2694;2;8;3
2695;2;14;3
2696;2;8;1
2698;2;9;31
2699;2;5;10
2701;2;5;19
2702;2;9;9
2703;2;16;9
2704;2;16;10
2705;2;13;6
2706;2;11;1
2712;2;9;9
2713;2;6;35
2714;2;8;5
2715;2;7;7
2716;2;12;1
2717;2;5;25
2718;2;11;9
2719;1;2;4
2719;2;1;3
2720;2;7;14
2721;2;5;31
2723;1;8;2
2723;2;8;1
2725;2;11;32
2726;2;3;12
2727;1;3;8
2727;2;3;10
2728;2;9;7
2729;2;9;18
2730;2;5;5
2732;2;5;23
2733;1;6;20
2733;2;6;8
2734;2;8;7
2735;2;16;4
2737;2;10;2
2738;2;1;21
2739;2;3;2
2740;2;7;22
2741;2;6;7
2742;2;5;2
2743;1;5;18
2743;2;5;12
2744;2;5;16
2745;2;12;2
2747;2;1;4
2748;2;9;42
2749;2;6;31
2750;2;16;8
2752;1;1;2
2752;2;1;2
2753;1;6;2
2753;2;6;2
2754;2;5;44
2755;2;11;19
2756;2;6;5
2758;2;9;33
2759;2;9;25
2760;2;9;50
2761;2;10;19
2763;2;2;5
2764;2;6;7
2765;2;5;2
2766;2;9;3
2767;2;5;54
2769;1;15;3
2769;2;15;2
2770;2;2;6
2771;2;8;2
2772;2;5;60
2773;2;11;13
2774;1;2;2
2774;2;2;1
2775;2;11;8
2776;1;12;5
2776;2;12;9
2781;2;9;42
2782;1;9;1
2782;2;9;4
2784;2;9;8
2785;2;1;3
2786;1;3;5
2786;2;3;3
2787;2;5;14
2788;2;7;8
2791;2;8;1
2793;1;5;14
2793;2;5;12
2794;2;15;4
2796;2;15;5
2797;2;5;36
2799;1;5;12
2799;2;5;18
2800;1;3;19
2800;2;3;12
2801;2;9;37
2802;2;9;8
2803;1;6;7
2803;2;6;2
2805;2;11;4
2806;1;6;26
2806;2;6;25
2807;2;11;5
2808;2;11;1
2810;1;6;4
2812;2;1;3
2813;2;9;7
2814;2;9;29
2815;2;11;7
2816;2;11;43
2817;2;3;14
2818;2;6;3
2819;2;3;12
2820;1;8;4
2820;2;8;8
2821;2;13;11
2822;2;3;2
2824;2;5;45
2826;2;9;28
2827;1;2;10
2827;2;2;5
2829;1;9;31
2829;2;9;27
2830;2;11;4
2831;2;3;13
2832;2;13;6
2833;2;13;1
2834;2;5;32
2835;2;12;10
2837;2;11;2
2838;2;6;41
2839;2;8;13
2841;2;14;10
2842;2;3;3
2843;2;7;13
2844;2;8;19
2845;2;9;31
2847;2;11;3
2849;1;1;21
2849;2;1;11
2850;2;8;6
2851;2;3;36
2852;2;5;13
2854;2;9;22
2855;2;3;4
2856;1;3;1
2856;2;3;1
2857;2;11;9
2858;2;16;10
2861;2;9;11
2862;2;5;21
2863;2;9;19
2864;2;11;11
2865;2;9;46
2866;2;9;33
2867;1;16;6
2869;2;5;1
2870;2;7;24
2872;2;5;11
2873;1;10;31
2873;2;10;4
2874;2;14;1
2875;2;7;2
2876;2;15;3
2877;2;12;4
2878;2;13;4
2879;2;14;8
2880;1;14;11
2880;2;14;13
2883;2;2;1
2885;2;6;8
2886;2;6;6
2889;2;9;23
2890;2;7;4
2891;1;5;3
2891;2;5;3
2893;2;8;6
2894;2;13;3
2895;2;9;14
2896;2;5;28
2897;2;16;11
2898;2;6;10
2900;1;7;6
2900;2;7;13
2901;2;8;3
2902;1;15;1
2902;2;15;1
2903;2;1;4
2904;2;5;2
2905;2;7;9
2906;1;5;13
2907;2;7;8
2908;1;5;2
2908;2;5;3
2909;2;8;31
2910;2;4;3
2912;1;8;6
2912;2;8;4
2913;2;11;5
2914;2;5;4
2915;1;9;14
2915;2;9;18
2916;2;9;43
2917;2;12;3
2919;1;10;3
2920;2;11;11
2923;2;5;1
2924;2;9;33
2925;2;6;12
2926;2;9;10
2927;1;5;2
2927;2;5;2
2928;2;7;19
2930;2;11;4
2931;2;5;19
2932;2;13;7
2933;1;5;21
2933;2;5;14
2934;2;4;1
2935;1;3;25
2935;2;3;16
2938;2;6;6
2940;2;9;9
2941;2;5;8
2942;2;2;5
2943;2;11;10
2944;1;9;1
2944;2;9;3
2945;2;6;3
2946;2;5;22
2947;1;5;56
2947;2;5;55
2948;2;5;9
2949;2;9;17
2950;2;1;12
2952;1;3;1
2952;2;3;5
2953;2;5;6
2954;2;5;15
2955;1;5;35
2955;2;5;52
2956;1;5;9
2957;2;3;13
2958;1;9;2
2958;2;9;8
2960;1;5;59
2960;2;5;57
2961;2;8;22
2962;2;5;31
2964;2;5;5
2965;2;3;5
2967;2;6;15
2968;1;3;30
2968;2;3;27
2970;2;8;3
2971;2;9;25
2972;2;9;37
2973;1;3;6
2973;2;3;5
2974;1;3;7
2974;2;3;4
2975;2;9;29
2976;1;9;1
2976;2;9;1
2977;2;9;13
2978;2;14;13
2979;1;14;3
2981;2;10;8
2982;2;9;13
2983;2;12;7
2985;1;9;43
2985;2;9;30
2987;2;8;21
2988;2;16;6
2989;2;7;7
2990;2;8;20
2991;1;9;17
2991;2;9;19
2992;1;6;10
2992;2;6;9
2993;2;14;2
2994;2;6;11
2995;1;10;5
2995;2;10;6
2998;1;5;14
2998;2;5;11
2999;2;9;23
3000;2;14;2
3001;2;5;31
3002;2;8;8
3003;1;5;27
3003;2;5;40
3005;1;11;9
3006;2;12;4
3009;2;9;8
3010;2;5;31
3011;1;9;1
3011;2;9;3
3012;2;5;15
3013;2;6;42
3016;2;9;36
3017;2;8;18
3018;2;9;39
3019;2;12;4
3020;1;3;10
3020;2;3;7
3023;2;5;60
3025;1;11;3
3025;2;11;3
3026;2;9;38
3027;1;11;4
3027;2;11;3
3028;2;8;3
3029;1;8;17
3029;2;8;15
3030;2;3;5
3031;2;9;20
3032;2;14;14
3033;2;3;42
3035;1;11;7
3035;2;11;10
3036;2;13;2
3038;2;7;11
3039;2;9;30
3040;2;15;1
3041;2;2;9
3042;2;1;7
3043;2;12;2
3045;2;16;11
3046;2;14;13
3047;2;3;12
3048;2;6;5
3051;2;9;10
3052;2;6;20
3053;1;3;17
3053;2;3;12
3054;2;9;7
3055;2;1;14
3057;2;8;49
3058;1;9;10
3058;2;9;21
3059;2;6;34
3060;1;8;11
3060;2;8;10
3061;2;16;2
3063;2;14;5
3064;1;13;2
3064;2;13;1
3065;1;15;7
3065;2;15;7
3066;2;15;10
3068;2;8;24
3069;2;9;8
3071;2;7;3
3072;2;6;5
3073;2;5;34
3074;2;5;18
3076;2;10;10
3078;2;5;7
3079;2;16;3
3080;1;15;4
3080;2;15;7
3081;2;12;2
3083;2;4;4
3086;2;14;18
3087;2;8;10
3089;1;8;2
3089;2;8;1
3090;2;16;3
3091;2;5;7
3092;2;9;1
3093;2;9;9
3094;2;5;25
3095;2;10;3
3096;1;14;12
3096;2;14;8
3098;2;3;34
3099;2;3;10
3101;2;13;9
3102;2;5;22
3103;2;9;69
3104;2;16;5
3105;2;9;27
3107;1;3;3
3107;2;7;1
3108;2;12;6
3110;2;9;27
3111;2;8;25
3112;2;16;4
3113;2;2;4
3115;2;6;9
3116;1;9;60
3116;2;9;64
3117;2;3;10
3118;1;6;2
3118;2;6;6
3119;2;8;28
3120;2;11;5
3121;2;9;23
3122;2;7;21
3123;2;5;19
3125;1;6;29
3125;2;6;37
3126;1;11;1
3126;2;11;1
3127;1;8;19
3127;2;8;20
3129;2;8;4
3130;2;1;11
3131;2;5;49
3132;1;1;5
3132;2;1;3
3135;2;3;49
3136;2;5;34
3137;2;7;2
3138;2;5;24
3139;2;9;22
3141;2;9;4
3142;2;5;18
3144;2;9;19
3145;1;10;16
3145;2;10;17
3146;2;7;4
3147;2;16;14
3148;2;9;1
3150;2;3;30
3151;2;3;1
3152;2;5;46
3153;2;6;5
3154;1;7;3
3154;2;7;1
3155;2;5;6
3156;1;5;5
3157;2;5;46
3159;2;9;6
3160;2;9;5
3161;2;11;2
3162;2;5;9
3163;2;3;15
3165;1;4;4
3165;2;4;3
3166;2;11;3
3168;2;12;8
3169;2;5;4
3170;2;8;34
3171;2;5;27
3172;2;6;16
3174;2;4;2
3175;2;2;7
3177;2;16;9
3178;2;16;9
3179;2;2;12
3180;1;8;20
3180;2;8;17
3181;2;1;19
3182;2;8;23
3184;2;8;2
3185;1;1;1
3185;2;1;1
3186;2;1;18
3187;2;3;12
3188;2;9;3
3189;2;16;13
3190;2;5;4
3191;2;9;39
3192;2;9;1
3193;2;6;6
3194;2;6;1
3196;2;8;16
3198;2;6;19
3199;2;5;5
3201;2;8;2
3202;2;5;1
3204;2;8;10
3205;2;13;10
3207;2;5;63
3209;2;7;9
3210;2;7;3
3211;1;8;13
3211;2;8;9
3212;1;14;9
3212;2;14;19
3213;2;14;6
3214;1;9;40
3214;2;9;9
3215;2;12;5
3216;2;5;43
3217;2;12;11
3218;2;9;34
3219;2;6;3
3220;2;3;12
3221;1;8;20
3223;1;6;6
3223;2;6;2
3224;1;9;22
3224;2;9;22
3225;2;9;3
3226;2;6;2
3227;2;1;18
3231;2;12;3
3233;1;4;4
3233;2;4;2
3234;2;5;1
3235;2;3;23
3236;2;8;40
3237;2;15;5
3239;2;8;14
3240;1;6;2
3240;2;6;2
3241;1;6;7
3241;2;6;3
3242;2;5;7
3243;2;1;13
3244;2;11;3
3245;2;8;7
3247;2;5;25
3248;2;7;1
3249;1;9;9
3250;2;6;33
3251;2;7;17
3252;2;9;18
3254;2;9;35
3255;2;5;13
3257;2;3;40
3258;2;11;6
3259;1;2;2
3259;2;2;2
3260;2;14;2
3261;2;13;7
3262;2;2;4
3263;2;4;2
3264;2;8;21
3265;2;3;5
3266;1;9;41
3266;2;9;61
3267;2;8;31
3268;1;3;8
3268;2;3;5
3269;2;5;5
3270;2;11;10
3271;1;8;18
3271;2;8;14
3272;2;4;3
3273;2;6;20
3274;2;12;9
3275;1;6;14
3275;2;6;13
3276;2;9;16
3277;2;13;6
3280;1;7;7
3280;2;7;6
3281;1;5;52
3281;2;5;53
3282;2;4;1
3285;2;7;36
3286;2;15;10
3287;2;11;8
3289;2;9;2
3290;2;6;35
3291;2;8;1
3292;2;16;15
3293;1;5;11
3293;2;5;5
3294;2;8;32
3296;1;8;1
3296;2;8;1
3297;1;7;4
3297;2;7;4
3299;2;5;6
3301;2;9;21
3302;2;9;15
3303;2;7;4
3304;2;8;32
